dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1860-09-01,26.29,1.03,Singapore,Singapore,0.80N,103.66E
1860-10-01,25.898,1.138,Singapore,Singapore,0.80N,103.66E
1860-11-01,25.263,1.196,Singapore,Singapore,0.80N,103.66E
1860-12-01,24.032,1.165,Singapore,Singapore,0.80N,103.66E
1861-01-01,24.33,1.551,Singapore,Singapore,0.80N,103.66E
1861-02-01,25.116,1.356,Singapore,Singapore,0.80N,103.66E
1861-03-01,26.165,1.234,Singapore,Singapore,0.80N,103.66E
1861-04-01,26.157,1.272,Singapore,Singapore,0.80N,103.66E
1861-05-01,26.504,1.082,Singapore,Singapore,0.80N,103.66E
1861-06-01,26.847,1.379,Singapore,Singapore,0.80N,103.66E
1861-07-01,26.619,1.185,Singapore,Singapore,0.80N,103.66E
1861-08-01,26.38,1.076,Singapore,Singapore,0.80N,103.66E
1861-09-01,25.905,0.937,Singapore,Singapore,0.80N,103.66E
1861-10-01,25.539,1.071,Singapore,Singapore,0.80N,103.66E
1861-11-01,26.027,1.484,Singapore,Singapore,0.80N,103.66E
1861-12-01,25.134,1.584,Singapore,Singapore,0.80N,103.66E
1862-01-01,,,Singapore,Singapore,0.80N,103.66E
1862-02-01,,,Singapore,Singapore,0.80N,103.66E
1862-03-01,,,Singapore,Singapore,0.80N,103.66E
1862-04-01,,,Singapore,Singapore,0.80N,103.66E
1862-05-01,,,Singapore,Singapore,0.80N,103.66E
1862-06-01,,,Singapore,Singapore,0.80N,103.66E
1862-07-01,,,Singapore,Singapore,0.80N,103.66E
1862-08-01,,,Singapore,Singapore,0.80N,103.66E
1862-09-01,,,Singapore,Singapore,0.80N,103.66E
1862-10-01,,,Singapore,Singapore,0.80N,103.66E
1862-11-01,,,Singapore,Singapore,0.80N,103.66E
1862-12-01,,,Singapore,Singapore,0.80N,103.66E
1863-01-01,26.214,1.769,Singapore,Singapore,0.80N,103.66E
1863-02-01,26.254,2.056,Singapore,Singapore,0.80N,103.66E
1863-03-01,26.227,1.237,Singapore,Singapore,0.80N,103.66E
1863-04-01,26.655,1.383,Singapore,Singapore,0.80N,103.66E
1863-05-01,26.989,1.194,Singapore,Singapore,0.80N,103.66E
1863-06-01,26.919,1.22,Singapore,Singapore,0.80N,103.66E
1863-07-01,26.566,1.097,Singapore,Singapore,0.80N,103.66E
1863-08-01,25.991,1.14,Singapore,Singapore,0.80N,103.66E
1863-09-01,25.586,0.965,Singapore,Singapore,0.80N,103.66E
1863-10-01,25.446,1.187,Singapore,Singapore,0.80N,103.66E
1863-11-01,25.25,1.238,Singapore,Singapore,0.80N,103.66E
1863-12-01,24.967,1.296,Singapore,Singapore,0.80N,103.66E
1864-01-01,25.016,1.356,Singapore,Singapore,0.80N,103.66E
1864-02-01,25.122,1.719,Singapore,Singapore,0.80N,103.66E
1864-03-01,25.598,1.306,Singapore,Singapore,0.80N,103.66E
1864-04-01,26.455,1.181,Singapore,Singapore,0.80N,103.66E
1864-05-01,26.913,1.07,Singapore,Singapore,0.80N,103.66E
1864-06-01,27.274,1.147,Singapore,Singapore,0.80N,103.66E
1864-07-01,26.728,1.093,Singapore,Singapore,0.80N,103.66E
1864-08-01,26.095,1.202,Singapore,Singapore,0.80N,103.66E
1864-09-01,25.807,1.191,Singapore,Singapore,0.80N,103.66E
1864-10-01,25.859,1.075,Singapore,Singapore,0.80N,103.66E
1864-11-01,25.287,1.26,Singapore,Singapore,0.80N,103.66E
1864-12-01,24.875,1.615,Singapore,Singapore,0.80N,103.66E
1865-01-01,25.77,1.647,Singapore,Singapore,0.80N,103.66E
1865-02-01,25.251,1.483,Singapore,Singapore,0.80N,103.66E
1865-03-01,25.64,1.294,Singapore,Singapore,0.80N,103.66E
1865-04-01,25.669,1.403,Singapore,Singapore,0.80N,103.66E
1865-05-01,26.86,1.13,Singapore,Singapore,0.80N,103.66E
1865-06-01,27.274,1.063,Singapore,Singapore,0.80N,103.66E
1865-07-01,26.759,1.027,Singapore,Singapore,0.80N,103.66E
1865-08-01,26.44,1.077,Singapore,Singapore,0.80N,103.66E
1865-09-01,26.208,0.96,Singapore,Singapore,0.80N,103.66E
1865-10-01,26.325,1.148,Singapore,Singapore,0.80N,103.66E
1865-11-01,26.427,1.267,Singapore,Singapore,0.80N,103.66E
1865-12-01,25.232,1.456,Singapore,Singapore,0.80N,103.66E
1866-01-01,25.692,1.053,Singapore,Singapore,0.80N,103.66E
1866-02-01,25.487,0.969,Singapore,Singapore,0.80N,103.66E
1866-03-01,26.373,0.844,Singapore,Singapore,0.80N,103.66E
1866-04-01,26.635,1.123,Singapore,Singapore,0.80N,103.66E
1866-05-01,26.746,1.153,Singapore,Singapore,0.80N,103.66E
1866-06-01,27.058,0.772,Singapore,Singapore,0.80N,103.66E
1866-07-01,26.652,1.029,Singapore,Singapore,0.80N,103.66E
1866-08-01,26.334,0.925,Singapore,Singapore,0.80N,103.66E
1866-09-01,26.301,0.642,Singapore,Singapore,0.80N,103.66E
1866-10-01,25.463,0.703,Singapore,Singapore,0.80N,103.66E
1866-11-01,25.674,0.853,Singapore,Singapore,0.80N,103.66E
1866-12-01,25.069,1.234,Singapore,Singapore,0.80N,103.66E
1867-01-01,24.994,1.368,Singapore,Singapore,0.80N,103.66E
1867-02-01,25.516,0.793,Singapore,Singapore,0.80N,103.66E
1867-03-01,26.139,0.954,Singapore,Singapore,0.80N,103.66E
1867-04-01,26.335,1.056,Singapore,Singapore,0.80N,103.66E
1867-05-01,27.25,0.795,Singapore,Singapore,0.80N,103.66E
1867-06-01,26.74,0.78,Singapore,Singapore,0.80N,103.66E
1867-07-01,26.76,0.733,Singapore,Singapore,0.80N,103.66E
1867-08-01,26.181,1.062,Singapore,Singapore,0.80N,103.66E
1867-09-01,26.033,0.72,Singapore,Singapore,0.80N,103.66E
1867-10-01,25.766,0.806,Singapore,Singapore,0.80N,103.66E
1867-11-01,25.932,1.775,Singapore,Singapore,0.80N,103.66E
1867-12-01,24.855,1.572,Singapore,Singapore,0.80N,103.66E
1868-01-01,24.919,1.414,Singapore,Singapore,0.80N,103.66E
1868-02-01,25.393,1.957,Singapore,Singapore,0.80N,103.66E
1868-03-01,25.896,1.187,Singapore,Singapore,0.80N,103.66E
1868-04-01,26.364,1.159,Singapore,Singapore,0.80N,103.66E
1868-05-01,26.808,1.139,Singapore,Singapore,0.80N,103.66E
1868-06-01,27.351,0.721,Singapore,Singapore,0.80N,103.66E
1868-07-01,26.749,0.821,Singapore,Singapore,0.80N,103.66E
1868-08-01,26.488,0.908,Singapore,Singapore,0.80N,103.66E
1868-09-01,26.264,0.753,Singapore,Singapore,0.80N,103.66E
1868-10-01,26.322,1.02,Singapore,Singapore,0.80N,103.66E
1868-11-01,25.825,1.194,Singapore,Singapore,0.80N,103.66E
1868-12-01,25.361,1.487,Singapore,Singapore,0.80N,103.66E
1869-01-01,24.837,1.673,Singapore,Singapore,0.80N,103.66E
1869-02-01,26.194,1.521,Singapore,Singapore,0.80N,103.66E
1869-03-01,26.634,1.9,Singapore,Singapore,0.80N,103.66E
1869-04-01,26.29,1.406,Singapore,Singapore,0.80N,103.66E
1869-05-01,26.869,0.863,Singapore,Singapore,0.80N,103.66E
1869-06-01,26.987,0.618,Singapore,Singapore,0.80N,103.66E
1869-07-01,26.669,0.556,Singapore,Singapore,0.80N,103.66E
1869-08-01,25.761,1.451,Singapore,Singapore,0.80N,103.66E
1869-09-01,26.068,0.616,Singapore,Singapore,0.80N,103.66E
1869-10-01,25.856,0.792,Singapore,Singapore,0.80N,103.66E
1869-11-01,25.027,0.635,Singapore,Singapore,0.80N,103.66E
1869-12-01,24.553,1.028,Singapore,Singapore,0.80N,103.66E
1870-01-01,24.575,1.265,Singapore,Singapore,0.80N,103.66E
1870-02-01,24.872,1.215,Singapore,Singapore,0.80N,103.66E
1870-03-01,25.796,0.684,Singapore,Singapore,0.80N,103.66E
1870-04-01,26.245,0.93,Singapore,Singapore,0.80N,103.66E
1870-05-01,26.574,1.018,Singapore,Singapore,0.80N,103.66E
1870-06-01,26.339,1.792,Singapore,Singapore,0.80N,103.66E
1870-07-01,26.389,1.326,Singapore,Singapore,0.80N,103.66E
1870-08-01,25.594,0.762,Singapore,Singapore,0.80N,103.66E
1870-09-01,25.518,1.234,Singapore,Singapore,0.80N,103.66E
1870-10-01,25.346,1.069,Singapore,Singapore,0.80N,103.66E
1870-11-01,25.349,1.348,Singapore,Singapore,0.80N,103.66E
1870-12-01,24.271,1.085,Singapore,Singapore,0.80N,103.66E
1871-01-01,24.447,1.321,Singapore,Singapore,0.80N,103.66E
1871-02-01,25.383,1.428,Singapore,Singapore,0.80N,103.66E
1871-03-01,25.589,1.49,Singapore,Singapore,0.80N,103.66E
1871-04-01,26.367,1.416,Singapore,Singapore,0.80N,103.66E
1871-05-01,26.672,0.562,Singapore,Singapore,0.80N,103.66E
1871-06-01,26.503,0.505,Singapore,Singapore,0.80N,103.66E
1871-07-01,25.655,1.825,Singapore,Singapore,0.80N,103.66E
1871-08-01,25.862,1.306,Singapore,Singapore,0.80N,103.66E
1871-09-01,25.555,0.979,Singapore,Singapore,0.80N,103.66E
1871-10-01,25.366,1.018,Singapore,Singapore,0.80N,103.66E
1871-11-01,25.111,1.157,Singapore,Singapore,0.80N,103.66E
1871-12-01,24.458,1.269,Singapore,Singapore,0.80N,103.66E
1872-01-01,24.716,1.765,Singapore,Singapore,0.80N,103.66E
1872-02-01,24.855,1.256,Singapore,Singapore,0.80N,103.66E
1872-03-01,25.681,0.805,Singapore,Singapore,0.80N,103.66E
1872-04-01,27.449,1.889,Singapore,Singapore,0.80N,103.66E
1872-05-01,27.648,1.519,Singapore,Singapore,0.80N,103.66E
1872-06-01,27.404,0.775,Singapore,Singapore,0.80N,103.66E
1872-07-01,26.701,0.874,Singapore,Singapore,0.80N,103.66E
1872-08-01,26.181,1.142,Singapore,Singapore,0.80N,103.66E
1872-09-01,26.462,0.545,Singapore,Singapore,0.80N,103.66E
1872-10-01,26.079,0.426,Singapore,Singapore,0.80N,103.66E
1872-11-01,25.816,0.714,Singapore,Singapore,0.80N,103.66E
1872-12-01,25.032,1.773,Singapore,Singapore,0.80N,103.66E
1873-01-01,25.932,1.566,Singapore,Singapore,0.80N,103.66E
1873-02-01,25.607,1.071,Singapore,Singapore,0.80N,103.66E
1873-03-01,26.504,1.36,Singapore,Singapore,0.80N,103.66E
1873-04-01,26.414,1.207,Singapore,Singapore,0.80N,103.66E
1873-05-01,27.268,1.141,Singapore,Singapore,0.80N,103.66E
1873-06-01,27.423,0.824,Singapore,Singapore,0.80N,103.66E
1873-07-01,26.974,1.004,Singapore,Singapore,0.80N,103.66E
1873-08-01,26.464,0.537,Singapore,Singapore,0.80N,103.66E
1873-09-01,26.712,1.594,Singapore,Singapore,0.80N,103.66E
1873-10-01,25.877,0.673,Singapore,Singapore,0.80N,103.66E
1873-11-01,26.254,0.489,Singapore,Singapore,0.80N,103.66E
1873-12-01,25.326,0.634,Singapore,Singapore,0.80N,103.66E
1874-01-01,25.751,1.604,Singapore,Singapore,0.80N,103.66E
1874-02-01,26.469,1.623,Singapore,Singapore,0.80N,103.66E
1874-03-01,27.485,3.5,Singapore,Singapore,0.80N,103.66E
1874-04-01,26.927,1.507,Singapore,Singapore,0.80N,103.66E
1874-05-01,27.94,2.286,Singapore,Singapore,0.80N,103.66E
1874-06-01,26.736,1.125,Singapore,Singapore,0.80N,103.66E
1874-07-01,25.837,1.445,Singapore,Singapore,0.80N,103.66E
1874-08-01,25.611,1.564,Singapore,Singapore,0.80N,103.66E
1874-09-01,25.498,1.834,Singapore,Singapore,0.80N,103.66E
1874-10-01,25.293,1.421,Singapore,Singapore,0.80N,103.66E
1874-11-01,25.027,0.893,Singapore,Singapore,0.80N,103.66E
1874-12-01,24.45,1.533,Singapore,Singapore,0.80N,103.66E
1875-01-01,24.603,0.728,Singapore,Singapore,0.80N,103.66E
1875-02-01,24.995,1.985,Singapore,Singapore,0.80N,103.66E
1875-03-01,25.323,1.37,Singapore,Singapore,0.80N,103.66E
1875-04-01,25.905,1.129,Singapore,Singapore,0.80N,103.66E
1875-05-01,25.866,1.481,Singapore,Singapore,0.80N,103.66E
1875-06-01,26.148,2.154,Singapore,Singapore,0.80N,103.66E
1875-07-01,26.075,1.491,Singapore,Singapore,0.80N,103.66E
1875-08-01,25.811,1.088,Singapore,Singapore,0.80N,103.66E
1875-09-01,25.976,1.015,Singapore,Singapore,0.80N,103.66E
1875-10-01,25.481,1.303,Singapore,Singapore,0.80N,103.66E
1875-11-01,25.272,1.13,Singapore,Singapore,0.80N,103.66E
1875-12-01,24.184,1.455,Singapore,Singapore,0.80N,103.66E
1876-01-01,24.704,0.933,Singapore,Singapore,0.80N,103.66E
1876-02-01,25.401,0.766,Singapore,Singapore,0.80N,103.66E
1876-03-01,25.951,1.525,Singapore,Singapore,0.80N,103.66E
1876-04-01,26.298,1.362,Singapore,Singapore,0.80N,103.66E
1876-05-01,26.646,0.82,Singapore,Singapore,0.80N,103.66E
1876-06-01,26.408,1.907,Singapore,Singapore,0.80N,103.66E
1876-07-01,26.459,0.743,Singapore,Singapore,0.80N,103.66E
1876-08-01,25.915,0.73,Singapore,Singapore,0.80N,103.66E
1876-09-01,25.688,1.13,Singapore,Singapore,0.80N,103.66E
1876-10-01,25.472,1.026,Singapore,Singapore,0.80N,103.66E
1876-11-01,25.21,1.623,Singapore,Singapore,0.80N,103.66E
1876-12-01,24.478,1.426,Singapore,Singapore,0.80N,103.66E
1877-01-01,24.652,2.127,Singapore,Singapore,0.80N,103.66E
1877-02-01,25.321,1.704,Singapore,Singapore,0.80N,103.66E
1877-03-01,25.866,0.871,Singapore,Singapore,0.80N,103.66E
1877-04-01,26.474,1.51,Singapore,Singapore,0.80N,103.66E
1877-05-01,27.296,0.778,Singapore,Singapore,0.80N,103.66E
1877-06-01,26.369,1.908,Singapore,Singapore,0.80N,103.66E
1877-07-01,26.5,1.326,Singapore,Singapore,0.80N,103.66E
1877-08-01,26.678,1.147,Singapore,Singapore,0.80N,103.66E
1877-09-01,26.548,0.757,Singapore,Singapore,0.80N,103.66E
1877-10-01,26.753,1.303,Singapore,Singapore,0.80N,103.66E
1877-11-01,26.795,1.071,Singapore,Singapore,0.80N,103.66E
1877-12-01,25.783,1.941,Singapore,Singapore,0.80N,103.66E
1878-01-01,26.026,1.388,Singapore,Singapore,0.80N,103.66E
1878-02-01,26.47,0.915,Singapore,Singapore,0.80N,103.66E
1878-03-01,27.4,0.806,Singapore,Singapore,0.80N,103.66E
1878-04-01,27.242,1.399,Singapore,Singapore,0.80N,103.66E
1878-05-01,27.263,1.122,Singapore,Singapore,0.80N,103.66E
1878-06-01,27.086,1.365,Singapore,Singapore,0.80N,103.66E
1878-07-01,26.784,0.889,Singapore,Singapore,0.80N,103.66E
1878-08-01,26.224,1.354,Singapore,Singapore,0.80N,103.66E
1878-09-01,26.388,1.159,Singapore,Singapore,0.80N,103.66E
1878-10-01,26.636,0.484,Singapore,Singapore,0.80N,103.66E
1878-11-01,26.254,0.83,Singapore,Singapore,0.80N,103.66E
1878-12-01,25.045,1.366,Singapore,Singapore,0.80N,103.66E
1879-01-01,24.728,1.833,Singapore,Singapore,0.80N,103.66E
1879-02-01,25.583,1.301,Singapore,Singapore,0.80N,103.66E
1879-03-01,25.811,0.788,Singapore,Singapore,0.80N,103.66E
1879-04-01,25.969,0.867,Singapore,Singapore,0.80N,103.66E
1879-05-01,26.599,0.706,Singapore,Singapore,0.80N,103.66E
1879-06-01,26.527,1.044,Singapore,Singapore,0.80N,103.66E
1879-07-01,26.557,1.037,Singapore,Singapore,0.80N,103.66E
1879-08-01,25.561,1.836,Singapore,Singapore,0.80N,103.66E
1879-09-01,25.829,1.075,Singapore,Singapore,0.80N,103.66E
1879-10-01,25.315,1.382,Singapore,Singapore,0.80N,103.66E
1879-11-01,25.37,0.602,Singapore,Singapore,0.80N,103.66E
1879-12-01,25.178,0.855,Singapore,Singapore,0.80N,103.66E
1880-01-01,25.251,1.24,Singapore,Singapore,0.80N,103.66E
1880-02-01,26.236,0.801,Singapore,Singapore,0.80N,103.66E
1880-03-01,26.301,0.94,Singapore,Singapore,0.80N,103.66E
1880-04-01,26.019,0.473,Singapore,Singapore,0.80N,103.66E
1880-05-01,26.808,0.678,Singapore,Singapore,0.80N,103.66E
1880-06-01,26.632,0.606,Singapore,Singapore,0.80N,103.66E
1880-07-01,26.356,0.599,Singapore,Singapore,0.80N,103.66E
1880-08-01,26.261,0.848,Singapore,Singapore,0.80N,103.66E
1880-09-01,26.023,0.88,Singapore,Singapore,0.80N,103.66E
1880-10-01,26.064,0.777,Singapore,Singapore,0.80N,103.66E
1880-11-01,25.951,1.744,Singapore,Singapore,0.80N,103.66E
1880-12-01,25.568,0.663,Singapore,Singapore,0.80N,103.66E
1881-01-01,25.68,0.749,Singapore,Singapore,0.80N,103.66E
1881-02-01,26.417,1.311,Singapore,Singapore,0.80N,103.66E
1881-03-01,26.318,1.608,Singapore,Singapore,0.80N,103.66E
1881-04-01,26.306,1.533,Singapore,Singapore,0.80N,103.66E
1881-05-01,27.137,0.517,Singapore,Singapore,0.80N,103.66E
1881-06-01,27.305,0.686,Singapore,Singapore,0.80N,103.66E
1881-07-01,27.046,0.459,Singapore,Singapore,0.80N,103.66E
1881-08-01,26.688,0.474,Singapore,Singapore,0.80N,103.66E
1881-09-01,26.296,0.756,Singapore,Singapore,0.80N,103.66E
1881-10-01,26.64,1.36,Singapore,Singapore,0.80N,103.66E
1881-11-01,26.472,1.982,Singapore,Singapore,0.80N,103.66E
1881-12-01,26.287,1.286,Singapore,Singapore,0.80N,103.66E
1882-01-01,26.399,1.686,Singapore,Singapore,0.80N,103.66E
1882-02-01,26.442,0.595,Singapore,Singapore,0.80N,103.66E
1882-03-01,26.601,0.855,Singapore,Singapore,0.80N,103.66E
1882-04-01,26.591,0.681,Singapore,Singapore,0.80N,103.66E
1882-05-01,26.535,0.942,Singapore,Singapore,0.80N,103.66E
1882-06-01,26.684,0.435,Singapore,Singapore,0.80N,103.66E
1882-07-01,26.761,0.694,Singapore,Singapore,0.80N,103.66E
1882-08-01,25.99,0.745,Singapore,Singapore,0.80N,103.66E
1882-09-01,25.829,0.428,Singapore,Singapore,0.80N,103.66E
1882-10-01,25.396,0.519,Singapore,Singapore,0.80N,103.66E
1882-11-01,25.198,0.91,Singapore,Singapore,0.80N,103.66E
1882-12-01,24.8,0.603,Singapore,Singapore,0.80N,103.66E
1883-01-01,25.379,0.51,Singapore,Singapore,0.80N,103.66E
1883-02-01,25.574,1.312,Singapore,Singapore,0.80N,103.66E
1883-03-01,26.225,0.877,Singapore,Singapore,0.80N,103.66E
1883-04-01,26.006,0.657,Singapore,Singapore,0.80N,103.66E
1883-05-01,27.003,0.376,Singapore,Singapore,0.80N,103.66E
1883-06-01,26.882,0.814,Singapore,Singapore,0.80N,103.66E
1883-07-01,26.566,0.837,Singapore,Singapore,0.80N,103.66E
1883-08-01,26.527,0.484,Singapore,Singapore,0.80N,103.66E
1883-09-01,25.693,0.328,Singapore,Singapore,0.80N,103.66E
1883-10-01,25.519,1.307,Singapore,Singapore,0.80N,103.66E
1883-11-01,25.377,0.414,Singapore,Singapore,0.80N,103.66E
1883-12-01,25.234,1.035,Singapore,Singapore,0.80N,103.66E
1884-01-01,24.568,1.592,Singapore,Singapore,0.80N,103.66E
1884-02-01,25.709,0.609,Singapore,Singapore,0.80N,103.66E
1884-03-01,26.009,1.072,Singapore,Singapore,0.80N,103.66E
1884-04-01,26.186,0.989,Singapore,Singapore,0.80N,103.66E
1884-05-01,26.623,0.618,Singapore,Singapore,0.80N,103.66E
1884-06-01,26.309,0.985,Singapore,Singapore,0.80N,103.66E
1884-07-01,26.484,0.459,Singapore,Singapore,0.80N,103.66E
1884-08-01,26.065,0.771,Singapore,Singapore,0.80N,103.66E
1884-09-01,25.708,0.469,Singapore,Singapore,0.80N,103.66E
1884-10-01,25.668,0.835,Singapore,Singapore,0.80N,103.66E
1884-11-01,26.023,0.751,Singapore,Singapore,0.80N,103.66E
1884-12-01,24.997,0.881,Singapore,Singapore,0.80N,103.66E
1885-01-01,25.731,1.545,Singapore,Singapore,0.80N,103.66E
1885-02-01,25.677,0.701,Singapore,Singapore,0.80N,103.66E
1885-03-01,26.29,1.256,Singapore,Singapore,0.80N,103.66E
1885-04-01,26.597,0.51,Singapore,Singapore,0.80N,103.66E
1885-05-01,26.721,0.678,Singapore,Singapore,0.80N,103.66E
1885-06-01,26.468,0.484,Singapore,Singapore,0.80N,103.66E
1885-07-01,26.429,0.472,Singapore,Singapore,0.80N,103.66E
1885-08-01,26.263,0.773,Singapore,Singapore,0.80N,103.66E
1885-09-01,26.269,0.718,Singapore,Singapore,0.80N,103.66E
1885-10-01,26.376,0.742,Singapore,Singapore,0.80N,103.66E
1885-11-01,26.198,0.802,Singapore,Singapore,0.80N,103.66E
1885-12-01,25.661,0.912,Singapore,Singapore,0.80N,103.66E
1886-01-01,25.822,0.894,Singapore,Singapore,0.80N,103.66E
1886-02-01,26.015,1.154,Singapore,Singapore,0.80N,103.66E
1886-03-01,26.662,0.681,Singapore,Singapore,0.80N,103.66E
1886-04-01,26.553,0.54,Singapore,Singapore,0.80N,103.66E
1886-05-01,27.125,0.56,Singapore,Singapore,0.80N,103.66E
1886-06-01,27.079,0.324,Singapore,Singapore,0.80N,103.66E
1886-07-01,26.853,0.758,Singapore,Singapore,0.80N,103.66E
1886-08-01,26.383,0.6,Singapore,Singapore,0.80N,103.66E
1886-09-01,26.616,1.176,Singapore,Singapore,0.80N,103.66E
1886-10-01,26.247,1.315,Singapore,Singapore,0.80N,103.66E
1886-11-01,25.896,1.391,Singapore,Singapore,0.80N,103.66E
1886-12-01,25.586,1.561,Singapore,Singapore,0.80N,103.66E
1887-01-01,24.684,1.182,Singapore,Singapore,0.80N,103.66E
1887-02-01,24.898,1.155,Singapore,Singapore,0.80N,103.66E
1887-03-01,25.469,0.749,Singapore,Singapore,0.80N,103.66E
1887-04-01,25.849,0.535,Singapore,Singapore,0.80N,103.66E
1887-05-01,26.479,0.438,Singapore,Singapore,0.80N,103.66E
1887-06-01,26.051,0.622,Singapore,Singapore,0.80N,103.66E
1887-07-01,26.338,0.905,Singapore,Singapore,0.80N,103.66E
1887-08-01,25.612,0.48,Singapore,Singapore,0.80N,103.66E
1887-09-01,26.04,0.515,Singapore,Singapore,0.80N,103.66E
1887-10-01,25.661,0.366,Singapore,Singapore,0.80N,103.66E
1887-11-01,25.378,0.523,Singapore,Singapore,0.80N,103.66E
1887-12-01,24.748,0.381,Singapore,Singapore,0.80N,103.66E
1888-01-01,24.938,0.87,Singapore,Singapore,0.80N,103.66E
1888-02-01,25.551,0.938,Singapore,Singapore,0.80N,103.66E
1888-03-01,26.198,0.85,Singapore,Singapore,0.80N,103.66E
1888-04-01,26.633,0.791,Singapore,Singapore,0.80N,103.66E
1888-05-01,26.77,0.711,Singapore,Singapore,0.80N,103.66E
1888-06-01,26.805,0.811,Singapore,Singapore,0.80N,103.66E
1888-07-01,26.48,0.503,Singapore,Singapore,0.80N,103.66E
1888-08-01,26.548,0.566,Singapore,Singapore,0.80N,103.66E
1888-09-01,26.291,0.575,Singapore,Singapore,0.80N,103.66E
1888-10-01,26.556,0.602,Singapore,Singapore,0.80N,103.66E
1888-11-01,26.36,0.376,Singapore,Singapore,0.80N,103.66E
1888-12-01,25.945,0.63,Singapore,Singapore,0.80N,103.66E
1889-01-01,26.029,0.53,Singapore,Singapore,0.80N,103.66E
1889-02-01,26.074,0.675,Singapore,Singapore,0.80N,103.66E
1889-03-01,26.788,0.604,Singapore,Singapore,0.80N,103.66E
1889-04-01,27.184,0.643,Singapore,Singapore,0.80N,103.66E
1889-05-01,27.567,0.586,Singapore,Singapore,0.80N,103.66E
1889-06-01,27.039,0.556,Singapore,Singapore,0.80N,103.66E
1889-07-01,26.494,0.483,Singapore,Singapore,0.80N,103.66E
1889-08-01,26.452,0.642,Singapore,Singapore,0.80N,103.66E
1889-09-01,26.216,0.532,Singapore,Singapore,0.80N,103.66E
1889-10-01,26.198,0.436,Singapore,Singapore,0.80N,103.66E
1889-11-01,25.839,0.653,Singapore,Singapore,0.80N,103.66E
1889-12-01,25.616,0.821,Singapore,Singapore,0.80N,103.66E
1890-01-01,25.488,0.872,Singapore,Singapore,0.80N,103.66E
1890-02-01,25.726,1.061,Singapore,Singapore,0.80N,103.66E
1890-03-01,26.072,0.882,Singapore,Singapore,0.80N,103.66E
1890-04-01,26.374,0.773,Singapore,Singapore,0.80N,103.66E
1890-05-01,26.637,0.668,Singapore,Singapore,0.80N,103.66E
1890-06-01,26.448,0.512,Singapore,Singapore,0.80N,103.66E
1890-07-01,25.988,0.934,Singapore,Singapore,0.80N,103.66E
1890-08-01,25.395,0.446,Singapore,Singapore,0.80N,103.66E
1890-09-01,25.827,0.67,Singapore,Singapore,0.80N,103.66E
1890-10-01,25.757,0.396,Singapore,Singapore,0.80N,103.66E
1890-11-01,25.456,0.507,Singapore,Singapore,0.80N,103.66E
1890-12-01,24.906,0.747,Singapore,Singapore,0.80N,103.66E
1891-01-01,25.228,1.132,Singapore,Singapore,0.80N,103.66E
1891-02-01,25.52,0.697,Singapore,Singapore,0.80N,103.66E
1891-03-01,25.86,0.696,Singapore,Singapore,0.80N,103.66E
1891-04-01,26.506,0.518,Singapore,Singapore,0.80N,103.66E
1891-05-01,27.159,0.474,Singapore,Singapore,0.80N,103.66E
1891-06-01,26.885,0.6,Singapore,Singapore,0.80N,103.66E
1891-07-01,26.707,0.543,Singapore,Singapore,0.80N,103.66E
1891-08-01,26.097,0.4,Singapore,Singapore,0.80N,103.66E
1891-09-01,26.165,0.486,Singapore,Singapore,0.80N,103.66E
1891-10-01,26.23,0.498,Singapore,Singapore,0.80N,103.66E
1891-11-01,26.009,0.618,Singapore,Singapore,0.80N,103.66E
1891-12-01,25.32,0.524,Singapore,Singapore,0.80N,103.66E
1892-01-01,25.209,0.795,Singapore,Singapore,0.80N,103.66E
1892-02-01,25.967,0.561,Singapore,Singapore,0.80N,103.66E
1892-03-01,26.518,0.709,Singapore,Singapore,0.80N,103.66E
1892-04-01,26.099,0.551,Singapore,Singapore,0.80N,103.66E
1892-05-01,26.441,0.632,Singapore,Singapore,0.80N,103.66E
1892-06-01,26.581,1.008,Singapore,Singapore,0.80N,103.66E
1892-07-01,26.561,0.947,Singapore,Singapore,0.80N,103.66E
1892-08-01,25.805,0.55,Singapore,Singapore,0.80N,103.66E
1892-09-01,26.12,0.479,Singapore,Singapore,0.80N,103.66E
1892-10-01,26.264,0.319,Singapore,Singapore,0.80N,103.66E
1892-11-01,25.796,0.693,Singapore,Singapore,0.80N,103.66E
1892-12-01,25.075,0.66,Singapore,Singapore,0.80N,103.66E
1893-01-01,24.646,1.131,Singapore,Singapore,0.80N,103.66E
1893-02-01,25.548,0.462,Singapore,Singapore,0.80N,103.66E
1893-03-01,25.858,0.65,Singapore,Singapore,0.80N,103.66E
1893-04-01,26.168,0.64,Singapore,Singapore,0.80N,103.66E
1893-05-01,26.794,0.737,Singapore,Singapore,0.80N,103.66E
1893-06-01,26.43,0.518,Singapore,Singapore,0.80N,103.66E
1893-07-01,26.007,0.579,Singapore,Singapore,0.80N,103.66E
1893-08-01,25.897,0.594,Singapore,Singapore,0.80N,103.66E
1893-09-01,25.998,0.594,Singapore,Singapore,0.80N,103.66E
1893-10-01,25.548,0.538,Singapore,Singapore,0.80N,103.66E
1893-11-01,25.603,0.514,Singapore,Singapore,0.80N,103.66E
1893-12-01,25.16,0.775,Singapore,Singapore,0.80N,103.66E
